ds,y
1970-01-01,100.30594587990579
1970-01-02,78.4464523295496
1970-01-03,95.75437190224147
1970-01-04,83.80761541838632
1970-01-05,86.72597193629048
1970-01-06,90.47604266866918
1970-01-07,88.8050894827344
1970-01-08,73.23894358507064
1970-01-09,103.81812021163316
1970-01-10,101.34409218758897
1970-01-11,88.5368350687387
1970-01-12,99.34398626729084
1970-01-13,86.02304838662025
1970-01-14,80.17802556255516
1970-01-15,90.54413014200576
1970-01-16,78.31097141515279
1970-01-17,96.09050623483323
1970-01-18,82.97437250560257
1970-01-19,73.99969120767021
1970-01-20,53.72792304161523
1970-01-21,88.72943681135408
1970-01-22,93.20702489739148
1970-01-23,103.37736378143325
1970-01-24,72.64989435749406
1970-01-25,100.09198813042605
1970-01-26,85.12840810825152
1970-01-27,89.38356745261906
1970-01-28,90.05779577741475
1970-01-29,89.89598359464193
1970-01-30,69.66998338414825
1970-01-31,97.15841007321318
1970-02-01,98.34520758949563
1970-02-02,99.56677313624415
1970-02-03,94.87476120346354
1970-02-04,87.92879192618572
1970-02-05,75.31985485137368
1970-02-06,94.48534994441266
1970-02-07,90.38540953484811
1970-02-08,89.97549216880151
1970-02-09,94.4065547795851
1970-02-10,89.54888000547892
1970-02-11,85.55981802700927
1970-02-12,78.20028623423184
1970-02-13,89.9414571419175
1970-02-14,104.73369007231804
1970-02-15,78.97355076718469
1970-02-16,100.03129252204882
1970-02-17,97.14525612186712
1970-02-18,72.87893502092632
1970-02-19,96.08520436744473
1970-02-20,90.18132226905217
1970-02-21,89.16547653832508
1970-02-22,109.96214524294714
1970-02-23,99.4132277676459
1970-02-24,80.71874976669366
1970-02-25,96.39736740229097
1970-02-26,80.83154995460956
1970-02-27,81.25252435951198
1970-02-28,91.6040638964216
1970-03-01,101.73717396445304
1970-03-02,75.12736202170181
1970-03-03,84.96210634843743
1970-03-04,101.75834061636633
1970-03-05,80.59169689057525
1970-03-06,90.31401642293764
1970-03-07,86.89340676261077
1970-03-08,102.7653733847119
1970-03-09,93.18844409189228
1970-03-10,87.01282525802986
1970-03-11,81.63398291147682
1970-03-12,111.05071576644637
1970-03-13,89.24241222270636
1970-03-14,87.73711817355861
1970-03-15,94.99362895042123
1970-03-16,97.18866525841732
1970-03-17,75.99913883383223
1970-03-18,88.09998709391388
1970-03-19,79.27658778972122
1970-03-20,84.35457714401706
1970-03-21,102.73489984701398
1970-03-22,101.53422555792069
1970-03-23,95.88810159028594
1970-03-24,75.94765357907795
1970-03-25,91.86702206054281
1970-03-26,84.24399803202047
1970-03-27,99.91913207257315
1970-03-28,84.36626040012166
1970-03-29,81.71970257957383
1970-03-30,93.60670513991566
1970-03-31,102.13503950188966
1970-04-01,100.6793789492751
1970-04-02,102.9926809902312
1970-04-03,103.08459022245978
1970-04-04,106.32670707957577
1970-04-05,91.80625240892623
1970-04-06,85.55370611918556
1970-04-07,81.74498387548768
1970-04-08,101.94690186424154
1970-04-09,88.27483915960592
1970-04-10,80.90112558472659
1970-04-11,95.22618468700142
1970-04-12,75.52608817703367
1970-04-13,79.19933729253233
1970-04-14,92.17322454404616
1970-04-15,98.82026994835648
1970-04-16,86.69073926733046
1970-04-17,87.67493534568221
1970-04-18,97.86642673705423
1970-04-19,98.29034109534723
1970-04-20,69.25232354285349
1970-04-21,104.83130080960075
1970-04-22,86.72898460107984
1970-04-23,82.53449504123807
1970-04-24,85.31606282455633
1970-04-25,76.35361385133898
1970-04-26,115.47140880197716
1970-04-27,76.948062480533
1970-04-28,75.01330256182865
1970-04-29,87.38398863948854
1970-04-30,76.20139128283216
1970-05-01,91.22016916056121
1970-05-02,106.41720197095918
1970-05-03,91.65209655856154
1970-05-04,93.3883183250723
1970-05-05,87.09042458217726
1970-05-06,79.59004768843934
1970-05-07,87.07694391870396
1970-05-08,100.5461240516085
1970-05-09,103.57517191096102
1970-05-10,90.41611163856818
1970-05-11,98.7749795200613
1970-05-12,82.25207014250451
1970-05-13,83.84797305895339
1970-05-14,73.99995418245072
1970-05-15,101.09128434297445
1970-05-16,84.24016736945742
1970-05-17,76.72022651906627
1970-05-18,95.01454397613074
1970-05-19,103.43362035389681
1970-05-20,86.28831969017594
1970-05-21,72.28917989961023
1970-05-22,86.76095432925703
1970-05-23,92.39068480367862
1970-05-24,95.953941843005
1970-05-25,97.76753949797863
1970-05-26,90.75932630038687
1970-05-27,87.41325830632232
1970-05-28,96.85664468654038
1970-05-29,76.76863095761209
1970-05-30,80.31199761890522
1970-05-31,82.72830476517244
1970-06-01,85.58176471672438
1970-06-02,76.170936110623
1970-06-03,99.72153648525568
1970-06-04,77.87874397318407
1970-06-05,63.11623856799345
1970-06-06,99.8655029671486
1970-06-07,95.15542085449054
1970-06-08,89.39354896922359
1970-06-09,94.68349657112147
1970-06-10,91.0863512785614
1970-06-11,101.63616284796845
1970-06-12,82.31621361147691
1970-06-13,107.35112727466667
1970-06-14,99.47637036438597
1970-06-15,83.9352452467307
1970-06-16,82.34043247173611
1970-06-17,91.46450651238233
1970-06-18,78.76339852716967
1970-06-19,87.94537515161035
1970-06-20,103.45948090456235
1970-06-21,91.82492898458109
1970-06-22,110.94307432629635
1970-06-23,82.30071801664518
1970-06-24,94.5236371798512
1970-06-25,84.67614538475839
1970-06-26,87.92951118979167
1970-06-27,95.00298701150324
1970-06-28,82.66335960034259
1970-06-29,81.37902497125992
1970-06-30,85.34118080359737
1970-07-01,84.61987836721397
1970-07-02,79.90214641539946
1970-07-03,104.44643627832826
1970-07-04,86.96172590045397
1970-07-05,98.30133975798586
1970-07-06,97.58447835368376
1970-07-07,100.24905844287345
1970-07-08,76.64133348429489
1970-07-09,86.50512027523071
1970-07-10,96.86833332906821
1970-07-11,83.8464596385056
1970-07-12,104.87877279774776
1970-07-13,77.71815671066915
1970-07-14,98.20456347139756
1970-07-15,85.535392046481
1970-07-16,100.50646465186145
1970-07-17,92.69576274362916
1970-07-18,81.5455046551379
1970-07-19,98.19913658114847
1970-07-20,72.71665552370204
1970-07-21,86.52122363271778
1970-07-22,85.44219767666739
1970-07-23,94.32233067676225
1970-07-24,63.124064980484604
1970-07-25,92.33228550759296
1970-07-26,93.72715890748391
1970-07-27,82.0573120353366
1970-07-28,86.96122149585734
1970-07-29,90.35107088640815
1970-07-30,99.4621634225716
1970-07-31,68.35075486142232
1970-08-01,89.4273391426737
1970-08-02,94.79756006358377
1970-08-03,96.25527634915497
1970-08-04,87.81428213193867
1970-08-05,95.73736373171093
1970-08-06,89.26432007554281
1970-08-07,101.26829375097668
1970-08-08,81.64849159737544
